make,mileage,price,body_type,drivetrain,transmission,fuel_type,passengers,is_private,car_age
SUBARU,12616.0,10.27487868031054,SUV,AWD,Automatic,Gas,5.0,0,2
TOYOTA,156000.0,9.735068900911164,MINIVAN,FWD,Automatic,Gas,8.0,0,8
AUDI,9698.0,10.712193073730344,SUV,AWD,Automatic,Gas,5.0,0,3
SUBARU,28500.0,10.491274217438248,SUV,AWD,Automatic,Gas,5.0,1,2
PORSCHE,102000.0,11.599075637896735,COUPE,AWD,Manual,Gas,4.0,0,15
KIA,84354.0,9.199077179697472,SUV,FWD,Automatic,Regular Unleaded,5.0,0,10
DODGE,148000.0,8.974618038455112,MINIVAN,FWD,Automatic,Gas,7.0,1,7
LEXUS,37094.0,10.568440998725292,SEDAN,AWD,Automatic,Gas,5.0,0,4
JEEP,36945.0,10.391515267626117,SUV,AWD,Automatic,Premium Unleaded,5.0,0,3
TOYOTA,168000.0,8.556029215201436,WAGON,FWD,Automatic,Gas,5.0,0,13
HONDA,39155.0,10.596509725282925,SUV,AWD,Automatic,Gas,5.0,0,3
HONDA,225000.0,8.515191188745565,COUPE,FWD,Manual,Gas,4.0,0,10
OLDSMOBILE,101909.0,10.596609732783568,CONVERTIBLE,RWD,Automatic,Gas,5.0,0,50
JEEP,182544.0,10.401197541154744,SUV,AWD,Automatic,Regular Unleaded,5.0,0,7
MERCEDES-BENZ,34660.0,10.043249494911286,SEDAN,AWD,Automatic,Gas,5.0,1,8
FORD,131505.0,9.51044496442652,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,21
CHRYSLER,6463.0,9.472550778454297,SEDAN,FWD,Automatic,Gas,5.0,0,8
VOLKSWAGEN,43584.0,9.85166780380633,SEDAN,FWD,Automatic,Gas,5.0,0,3
HONDA,44794.0,9.76846934085804,SEDAN,FWD,CVT,Gas,5.0,0,4
DODGE,61500.0,11.124317473928487,SUV,AWD,Automatic,Premium Unleaded,5.0,0,4
HONDA,235251.0,8.516192691082654,MINIVAN,FWD,Automatic,Gas,8.0,0,12
LAND ROVER,110000.0,9.711115659888671,SUV,AWD,Automatic,Gas,5.0,1,10
TOYOTA,67408.0,10.01234195744821,SUV,FWD,Automatic,Gas,5.0,0,4
FORD,101029.0,10.165813354725492,SUV,FWD,Automatic,Gas,5.0,0,5
HONDA,48317.0,10.463074768634808,SUV,AWD,Automatic,Gas,5.0,0,3
GMC,25325.0,10.51596683002862,SUV,AWD,Automatic,Gas,7.0,0,3
TOYOTA,36206.0,9.740085880594684,SEDAN,FWD,CVT,Gas,5.0,0,4
HONDA,157658.0,8.97322466309509,SEDAN,FWD,Automatic,Gas,5.0,0,9
PORSCHE,27306.0,11.154820928221902,COUPE,RWD,Manual,Gas,4.0,0,4
DODGE,197000.0,7.170119543449628,SEDAN,FWD,Automatic,E85- Gas(Flex Fuel),5.0,1,14
BMW,178000.0,9.35010231435134,COUPE,RWD,Manual,Gas,4.0,1,14
VOLKSWAGEN,66972.0,9.680031452383618,SEDAN,FWD,Automatic,Gas,5.0,0,6
JEEP,11033.0,10.736287973911258,SUV,AWD,Automatic,Gas,5.0,0,2
CHEVROLET,6446.0,10.491135318903403,SUV,AWD,Automatic,Gas,5.0,0,2
KIA,32179.0,9.769384568012647,SEDAN,FWD,CVT,Gas,5.0,0,2
CHEVROLET,160000.0,9.680344001221918,COUPE,RWD,Automatic,Gas,4.0,1,22
ACURA,130349.0,9.735068900911164,SEDAN,AWD,Automatic,Gas,5.0,0,7
MAZDA,82500.0,9.210340371976184,SEDAN,FWD,Manual,Gas,5.0,1,6
FORD,198503.0,9.602382459752208,EXTENDED CAB,AWD,Automatic,Gas,6.0,0,11
JEEP,36627.0,9.675331459398372,SUV,FWD,Automatic,Gas,5.0,0,8
CHEVROLET,19249.0,10.518538047359652,COUPE,RWD,Automatic,Gas,4.0,0,4
TOYOTA,0.0,10.78808119766703,SUV,AWD,Automatic,Gas,8.0,0,1
TOYOTA,102979.0,9.680281499268713,SEDAN,FWD,Automatic,Gas,5.0,0,5
TOYOTA,34000.0,10.736396675471232,SUV,AWD,Automatic,Gas,5.0,1,4
BMW,92554.0,9.90323752128092,SUV,AWD,Automatic,Gas,5.0,0,7
LEXUS,11530.0,10.510314026629546,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,4
HYUNDAI,108695.0,9.275847174178304,SEDAN,FWD,Automatic,Gas,5.0,0,5
TOYOTA,120702.0,9.769956159911606,SUV,FWD,Automatic,Gas,5.0,0,6
CADILLAC,80513.0,10.95071882367088,SUV,AWD,Automatic,Gas,7.0,0,5
RAM,64718.0,10.893028746149875,TRUCK,AWD,Automatic,Gas,5.0,0,3
BMW,18000.0,10.596634733096073,SUV,AWD,Automatic,Gas,5.0,1,3
CHEVROLET,183952.0,8.72371943690701,SEDAN,FWD,Automatic,Gas,5.0,0,11
ACURA,36525.0,10.372897255442528,SEDAN,AWD,Automatic,Gas,5.0,0,3
LEXUS,231941.0,9.2098402469345,SUV,AWD,Automatic,Gas,5.0,0,15
AUDI,137015.0,9.452894316810216,SUV,AWD,Automatic,Gas,5.0,0,10
TOYOTA,77589.0,9.79807147977948,SEDAN,FWD,CVT,Gas,5.0,0,5
HONDA,61177.0,10.47200644708059,SUV,AWD,Automatic,Regular Unleaded,7.0,0,5
MERCEDES-BENZ,84601.0,10.038018445493734,SUV,AWD,Automatic,Gas,5.0,0,6
SUBARU,267000.0,8.779557455883728,WAGON,AWD,Automatic,Gas,5.0,1,12
DODGE,217849.0,8.476371196895983,SEDAN,FWD,Automatic,Gas,5.0,0,9
TOYOTA,45000.0,9.64859530290734,SEDAN,FWD,Automatic,Gas,5.0,0,3
SATURN,240000.0,7.467371066917559,SEDAN,FWD,Automatic,Gas,5.0,1,15
VOLKSWAGEN,26408.0,10.267957039940772,SEDAN,FWD,Automatic,Gas,5.0,0,2
TOYOTA,22093.0,9.539644119118783,SEDAN,FWD,Automatic,Gas,5.0,0,6
INFINITI,118551.0,9.546455401949554,SUV,AWD,Automatic,Gas,5.0,0,11
TOYOTA,144221.0,9.546455401949554,SUV,AWD,Automatic,Gas,4.0,0,9
RAM,172659.0,10.12643108384767,TRUCK,AWD,Automatic,Gas,6.0,0,5
MAZDA,80260.0,9.60204456483431,HATCHBACK,FWD,Manual,Gas,5.0,0,7
VOLVO,93156.0,10.769032208692334,SUV,AWD,Automatic,Gas,5.0,0,5
HONDA,52509.0,9.740262491433162,SEDAN,FWD,Automatic,Gas,5.0,0,7
HONDA,46164.0,9.89736887152795,SEDAN,FWD,CVT,Regular Unleaded,5.0,0,5
DODGE,177000.0,10.221941283654663,TRUCK,AWD,Automatic,Gas,5.0,1,8
BUICK,34712.0,9.942131176128331,SUV,FWD,Automatic,Gas,5.0,0,3
HYUNDAI,167852.0,8.291045131081729,HATCHBACK,FWD,Automatic,Gas,5.0,0,14
HYUNDAI,0.0,8.611593866837723,SEDAN,FWD,Automatic,Gas,5.0,0,9
VOLKSWAGEN,31387.0,10.308785980087194,WAGON,AWD,Automatic,Gas,5.0,0,3
TOYOTA,114283.0,9.058121158998672,HATCHBACK,FWD,Automatic,Gas,5.0,0,8
BMW,47468.0,10.852109937773546,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,70744.0,9.104868739033948,SEDAN,FWD,Automatic,Gas,5.0,0,11
BMW,1350.0,10.736374936104498,SEDAN,AWD,Automatic,Gas,5.0,0,2
HONDA,93815.0,10.203443985863297,SUV,AWD,Automatic,Gas,8.0,0,7
CHEVROLET,64733.0,10.49091304111082,CREW CAB,AWD,Automatic,Gas,5.0,0,5
KIA,51222.0,9.392495248213038,SEDAN,FWD,Automatic,Gas,5.0,0,6
MERCEDES-BENZ,33072.0,10.341419850781794,HATCHBACK,AWD,Automatic,Gas,5.0,0,3
PONTIAC,219405.0,7.8156105320351905,COUPE,FWD,Automatic,Gas,4.0,1,12
LEXUS,180863.0,9.846282078765348,SEDAN,AWD,Automatic,Gas,5.0,0,7
BMW,34000.0,9.9281801651265,COUPE,RWD,Automatic,Gas,4.0,1,8
JEEP,163033.0,9.071078304642676,SUV,AWD,CVT,Gas,5.0,0,8
TOYOTA,42985.0,10.275981710307592,SUV,AWD,Automatic,Gas,5.0,0,5
HONDA,36285.0,10.081633737919605,SEDAN,FWD,CVT,Gas,5.0,0,4
HONDA,133645.0,8.986571625268054,COUPE,FWD,Automatic,Gas,4.0,0,10
KIA,191555.0,8.611593866837723,WAGON,FWD,Automatic,Gas,5.0,0,9
LEXUS,211756.0,8.517193191416238,SEDAN,AWD,Automatic,Gas,5.0,1,16
JAGUAR,19468.0,11.08206562284212,SUV,AWD,Automatic,Regular Unleaded,5.0,0,2
NISSAN,68539.0,9.79784922051313,SUV,FWD,CVT,Gas,5.0,0,5
HONDA,34279.0,9.82498532438117,SEDAN,FWD,CVT,Regular Unleaded,5.0,0,3
TOYOTA,154513.0,9.70430463866676,SUV,AWD,Automatic,Gas,5.0,0,9
MAZDA,180463.0,8.452761331256848,COMPACT,FWD,Automatic,Gas,5.0,0,10
VOLKSWAGEN,9473.0,10.215850042381968,CONVERTIBLE,FWD,Automatic,Gas,4.0,0,3
DODGE,112000.0,10.27487868031054,REGULAR CAB,AWD,Automatic,Gas,5.0,0,7
TOYOTA,186400.0,8.006367567650246,SEDAN,FWD,Manual,Gas,5.0,1,12
SUBARU,86140.0,9.463430999658344,WAGON,AWD,CVT,Gas,5.0,0,8
MAZDA,177395.0,8.628376720376853,COMPACT,FWD,Automatic,Gas,5.0,0,9
PORSCHE,167400.0,9.093806555720231,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,24
BMW,11853.0,11.29545330089325,SUV,AWD,Automatic,Gas,7.0,0,2
VOLKSWAGEN,60210.0,10.105979316119466,HATCHBACK,FWD,Manual,Premium Unleaded,5.0,0,5
MERCEDES-BENZ,121000.0,9.61573881119536,SUV,AWD,Automatic,Gas,5.0,0,10
SUBARU,204000.0,9.10219821335648,SUV,AWD,Automatic,Gas,5.0,0,10
CHRYSLER,181000.0,8.779557455883728,MINIVAN,FWD,Automatic,Gas,7.0,1,11
SUBARU,86722.0,10.126591103050316,SEDAN,AWD,Automatic,Gas,5.0,0,5
HYUNDAI,50100.0,9.747476810531971,SUV,FWD,Automatic,Gas,5.0,0,6
VOLKSWAGEN,14849.0,9.61573881119536,SEDAN,FWD,Automatic,Gas,5.0,0,5
MERCEDES-BENZ,26989.0,11.033081578812968,CONVERTIBLE,AWD,Automatic,Gas,4.0,0,3
FORD,103124.0,9.304559047215164,SEDAN,FWD,Automatic,Gas,5.0,0,9
FORD,102954.0,8.131530710604252,SEDAN,FWD,Automatic,Gas,5.0,0,11
AUDI,167000.0,9.769956159911606,SEDAN,AWD,Automatic,Gas,5.0,1,10
VOLVO,12475.0,10.817375399793972,WAGON,AWD,Automatic,Gas,5.0,0,2
CHEVROLET,17332.0,10.687389096364535,TRUCK,AWD,Automatic,Gas,6.0,0,4
VOLKSWAGEN,95838.0,10.43396873396056,HATCHBACK,AWD,Automatic,Gas,5.0,0,4
LEXUS,0.0,10.756028785246324,SUV,AWD,CVT,Gas Hybrid,5.0,0,1
HYUNDAI,52865.0,9.452894316810216,HATCHBACK,FWD,Automatic,Gas,5.0,0,6
KIA,17994.0,10.491135318903403,SEDAN,AWD,Automatic,Gas,5.0,0,4
HONDA,260000.0,7.972466015974565,SUV,AWD,Automatic,Gas,5.0,1,17
TOYOTA,18970.0,10.029591429331854,SUV,FWD,CVT,Gas,5.0,0,3
HONDA,9901.0,10.203406942652387,SEDAN,FWD,CVT,Gas,5.0,0,2
HONDA,146000.0,9.199077179697472,COUPE,FWD,Manual,Gas,5.0,0,11
MERCEDES-BENZ,20480.0,10.595609207424332,COUPE,AWD,Automatic,Gas,4.0,0,5
AUDI,103500.0,9.87816974455184,SEDAN,AWD,Automatic,Gas,5.0,1,7
HYUNDAI,69743.0,9.546455401949554,SEDAN,FWD,Automatic,Gas,5.0,0,5
MERCEDES-BENZ,100000.0,10.72546760493904,COUPE,RWD,Automatic,Gas,4.0,1,8
HONDA,21021.0,10.403959764222629,SUV,AWD,CVT,Gas,5.0,0,3
HONDA,11272.0,10.621278564008833,MINIVAN,FWD,Automatic,Gas,8.0,0,2
FORD,77812.0,10.102461354543133,SUV,AWD,Automatic,Gas,5.0,0,5
PONTIAC,51000.0,8.779557455883728,COUPE,FWD,Automatic,Gas,4.0,1,16
JEEP,33414.0,10.341677965256997,SUV,AWD,Automatic,Gas,5.0,0,2
TOYOTA,56414.0,10.225136174551182,SUV,AWD,Automatic,Gas,5.0,0,5
LEXUS,154000.0,10.079539496316489,SUV,AWD,Automatic,Gas Hybrid,5.0,1,11
CHEVROLET,72731.0,9.539644119118783,SEDAN,FWD,Automatic,Gas,5.0,0,4
MERCEDES-BENZ,120000.0,9.95227771670556,SEDAN,AWD,Automatic,Gas,5.0,1,7
BMW,5500.0,10.914815699745034,SUV,AWD,Automatic,Gas,5.0,0,1
VOLKSWAGEN,268017.0,8.867709208039386,SEDAN,FWD,Automatic,Premium Unleaded,5.0,0,9
HONDA,145675.0,8.160518247477505,SEDAN,FWD,Automatic,Gas,5.0,1,15
NISSAN,64974.0,9.947504437952905,SUV,AWD,Automatic,Gas,5.0,0,5
LAND ROVER,40867.0,11.15496397950603,SUV,AWD,Automatic,Gas,5.0,0,6
JEEP,10541.0,10.714395546283315,SUV,AWD,Automatic,Gas,5.0,0,2
MERCEDES-BENZ,68015.0,9.897871813750491,HATCHBACK,AWD,Automatic,Gas,5.0,0,5
KIA,110338.0,9.662625450728235,SUV,FWD,Automatic,Gas,5.0,0,5
DODGE,147000.0,9.305650551780507,MINIVAN,FWD,Automatic,Gas,7.0,1,6
HYUNDAI,117450.0,6.907755278982137,SEDAN,AWD,Automatic,Gas,5.0,1,12
INFINITI,3200.0,10.60905725309463,SUV,AWD,Automatic,Gas,5.0,1,3
JEEP,105910.0,10.43396873396056,SUV,AWD,Automatic,Gas,5.0,0,9
INFINITI,116921.0,9.952182474074888,SUV,AWD,CVT,Gas,5.0,0,8
KIA,71130.0,9.99857043378282,HATCHBACK,FWD,Automatic,Regular Unleaded,5.0,0,2
KIA,52344.0,9.993693820422276,SUV,AWD,Automatic,Gas,5.0,0,4
NISSAN,29816.0,10.160027194468766,SUV,AWD,CVT,Gas,5.0,0,4
ACURA,264000.0,8.411832675758411,SUV,AWD,Automatic,Gas,5.0,1,14
KIA,20161.0,9.79757132694458,HATCHBACK,FWD,CVT,Gas,5.0,0,2
VOLKSWAGEN,128523.0,8.699181359308954,HATCHBACK,FWD,Manual,Gas,5.0,0,13
TOYOTA,84409.0,9.851931065621724,SUV,AWD,Automatic,Gas,5.0,0,8
CHEVROLET,69011.0,10.308785980087194,CONVERTIBLE,RWD,Automatic,Gas,2.0,0,23
SUBARU,199500.0,8.281470857895167,SUV,AWD,Automatic,Gas,5.0,1,12
HONDA,113545.0,9.85214162518454,SUV,AWD,CVT,Gas,5.0,0,6
CHEVROLET,85000.0,8.987196820661973,SEDAN,FWD,Automatic,Gas,5.0,1,7
NISSAN,67138.0,9.305559638557115,SEDAN,FWD,Automatic,Gas,5.0,0,8
MAZDA,54837.0,9.305559638557115,SEDAN,FWD,Manual,Gas,5.0,0,7
FORD,55000.0,9.79807147977948,SEDAN,FWD,Automatic,Gas,5.0,0,4
FORD,50000.0,8.496990484098719,TRUCK,AWD,Automatic,Gas,5.0,1,44
TOYOTA,57258.0,9.830540444780064,SUV,FWD,Automatic,Gas,5.0,0,5
JAGUAR,107634.0,10.22150482478398,SEDAN,AWD,Automatic,Gas,5.0,0,4
INFINITI,147000.0,9.28266103355581,SEDAN,AWD,Automatic,Gas,5.0,1,11
RAM,591.0,11.089041771338046,TRUCK,AWD,Automatic,Gas,5.0,0,1
VOLKSWAGEN,35272.0,9.811920359010635,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
CHEVROLET,30000.0,7.824046010856292,TRUCK,AWD,Automatic,Gas,5.0,1,18
CHEVROLET,94000.0,9.3492323708428,COMPACT,FWD,Automatic,Gas,5.0,0,6
TOYOTA,66958.0,9.710691327448153,HATCHBACK,FWD,Automatic,Gas,5.0,0,3
CADILLAC,62390.0,10.93149853402069,SUV,AWD,Automatic,Gas,7.0,0,7
MAZDA,93672.0,8.987196820661973,MINIVAN,FWD,Automatic,Gas,7.0,1,9
HONDA,121507.0,9.819562317598368,SUV,AWD,CVT,Gas,5.0,0,5
AUDI,55000.0,10.30741815055234,SEDAN,AWD,Automatic,Gas,5.0,0,4
BMW,109000.0,9.2093398716426,SUV,AWD,Automatic,Gas,5.0,0,10
MG,96000.0,9.07680897935166,CONVERTIBLE,RWD,Manual,Gas,4.0,1,50
DODGE,202471.0,8.612321536507814,MINIVAN,FWD,Automatic,Gas,7.0,0,10
NISSAN,92717.0,9.069928218259438,HATCHBACK,FWD,Automatic,Gas,5.0,0,6
VOLVO,45040.0,10.568235258574376,SUV,AWD,Automatic,Gas,5.0,0,4
NISSAN,75000.0,8.411832675758411,SEDAN,FWD,Automatic,Gas,5.0,1,13
BMW,238676.0,8.517193191416238,SEDAN,AWD,Automatic,Gas,5.0,1,14
LEXUS,1050.0,10.79055542573338,SUV,AWD,CVT,Gas Hybrid,5.0,0,1
BMW,25000.0,10.983596369639676,SUV,AWD,Automatic,Gas,7.0,0,4
HONDA,68340.0,9.738023112808596,SEDAN,FWD,CVT,Gas,5.0,0,5
FORD,20461.0,10.656976962102236,CONVERTIBLE,RWD,Automatic,Gas,4.0,0,3
FORD,124397.0,9.305195902988862,EXTENDED CAB,AWD,Automatic,Gas,6.0,0,16
LEXUS,206080.0,9.2098402469345,SEDAN,AWD,Automatic,Gas,5.0,0,13
HONDA,82895.0,10.165659490817816,SUV,AWD,Automatic,Regular Unleaded,5.0,0,4
HONDA,10726.0,9.86889610776651,SEDAN,FWD,Automatic,Gas,5.0,0,4
TOYOTA,147431.0,8.691146498539675,SEDAN,FWD,Automatic,Gas,5.0,0,16
ACURA,98000.0,10.330387941364355,SUV,AWD,Automatic,Gas,5.0,0,5
HYUNDAI,122861.0,9.654320816312682,SUV,FWD,Automatic,Gas,5.0,0,5
FORD,122528.0,10.030076149635702,SUV,AWD,Automatic,Gas,6.0,0,6
TOYOTA,41705.0,10.47302538238145,MINIVAN,FWD,Automatic,Gas,8.0,0,2
FORD,246000.0,9.210340371976184,TRUCK,AWD,Automatic,Diesel,5.0,1,16
TOYOTA,107300.0,9.674074388208323,SEDAN,FWD,Automatic,Gas,5.0,0,8
SUBARU,96485.0,10.125830783679568,WAGON,AWD,CVT,Gas,5.0,0,4
DODGE,265047.0,8.496990484098719,MINIVAN,FWD,Automatic,Gas,7.0,0,8
CHEVROLET,79400.0,10.239245248219472,COUPE,RWD,Automatic,Gas,4.0,0,6
CHEVROLET,60000.0,11.332601910838946,COUPE,RWD,Manual,Gas,4.0,1,12
SUBARU,124041.0,9.0300168178449,SUV,AWD,Automatic,Gas,5.0,0,12
MAZDA,149000.0,8.433811582477187,MINIVAN,AWD,Automatic,Gas,7.0,1,12
DODGE,69737.0,9.851404472665903,MINIVAN,FWD,Automatic,Gas,7.0,0,4
TOYOTA,195000.0,9.047821442478408,SEDAN,FWD,Automatic,Gas,5.0,1,9
TOYOTA,154437.0,9.615205300012317,SUV,AWD,Automatic,Gas,5.0,0,9
JEEP,192599.0,9.568014816248,SUV,AWD,Automatic,Gas,5.0,0,8
NISSAN,158599.0,8.77786371462117,SEDAN,FWD,CVT,Gas,5.0,0,10
TOYOTA,103000.0,9.287301413112312,HATCHBACK,FWD,Automatic,Gas Hybrid,5.0,1,11
ACURA,80950.0,9.846917201047734,SEDAN,FWD,Automatic,Gas,5.0,0,5
NISSAN,56207.0,9.791829470993246,SUV,AWD,Automatic,Gas,5.0,0,5
GMC,133547.0,11.289781913656018,TRUCK,RWD,Automatic,Gas,5.0,1,15
INFINITI,77000.0,9.85214162518454,SEDAN,AWD,Automatic,Gas,5.0,0,7
JEEP,43345.0,10.736157516440208,SUV,AWD,Automatic,Gas,5.0,0,3
HONDA,74919.0,9.345745008982384,SEDAN,FWD,CVT,Gas,5.0,0,7
LEXUS,280000.0,7.1308988302963465,SEDAN,FWD,Automatic,Gas,5.0,1,19
ACURA,278219.0,7.90100705199242,SEDAN,FWD,Automatic,Gas,5.0,1,18
JEEP,16500.0,10.768463937169544,SUV,AWD,Automatic,Gas,5.0,1,2
CADILLAC,110144.0,10.948839701563356,SUV,AWD,Automatic,Gas,7.0,0,6
BMW,61988.0,10.306315853989789,SUV,AWD,Automatic,Gas,5.0,0,5
BMW,55040.0,10.2254985853115,SUV,AWD,Automatic,Gas,5.0,0,5
LEXUS,27540.0,10.94641093534365,SUV,AWD,Automatic,Gas,5.0,0,2
TOYOTA,95805.0,10.017307188735588,SUV,AWD,Automatic,Gas,5.0,0,6
SUBARU,137152.0,9.21024036697585,WAGON,AWD,Automatic,Gas,5.0,0,10
HYUNDAI,20667.0,10.121819546853116,SUV,AWD,Automatic,Gas,5.0,0,2
MAZDA,160000.0,8.455104999102815,SEDAN,FWD,Automatic,Regular Unleaded,5.0,0,12
FORD,41140.0,10.106387579373278,SEDAN,FWD,CVT,Gas Hybrid,5.0,0,2
TOYOTA,48000.0,10.211413331464952,SUV,AWD,Automatic,Gas,5.0,0,4
SUBARU,30.0,10.477147120473486,SUV,AWD,Automatic,Regular Unleaded,5.0,0,2
MERCEDES-BENZ,36037.0,10.691012660306134,COUPE,AWD,Automatic,Gas,4.0,0,4
HONDA,187317.0,8.573195381531523,SEDAN,FWD,Automatic,Regular Unleaded,5.0,0,15
BUICK,114800.0,9.158941808890182,SEDAN,FWD,Automatic,Gas,5.0,0,7
AUDI,112277.0,9.61547209118311,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,9
VOLKSWAGEN,23656.0,10.10634676054763,SUV,AWD,Automatic,Gas,7.0,0,4
PORSCHE,32126.0,10.913268627497622,SUV,AWD,Automatic,Gas,5.0,0,4
MAZDA,51305.0,10.043032079974024,SEDAN,FWD,Automatic,Gas,5.0,0,3
VOLVO,557.0,11.152644025437384,SUV,AWD,Automatic,Gas,5.0,0,1
MAZDA,152656.0,8.922658299524402,SUV,AWD,Automatic,Gas,5.0,0,12
FORD,13293.0,10.757690092096862,COUPE,RWD,Manual,Gas,4.0,0,5
BMW,90.0,10.83281296268074,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,1
AUDI,504.0,10.869710653158492,SUV,AWD,Automatic,Gas,5.0,0,1
HONDA,75200.0,9.546455401949554,SEDAN,FWD,Manual,Gas,5.0,0,5
TRIUMPH,64178.0,9.259130536145614,CONVERTIBLE,RWD,Manual,Gas Hybrid,4.0,1,56
NISSAN,56244.0,9.797460147890598,SUV,AWD,CVT,Gas,5.0,0,6
CHEVROLET,33852.0,10.872370734529454,TRUCK,AWD,Automatic,Gas,5.0,0,3
MINI,126612.0,9.0994088112689,HATCHBACK,FWD,Manual,Gas,4.0,0,11
MAZDA,70000.0,9.531553927636756,SEDAN,FWD,Automatic,Gas,5.0,0,5
HONDA,82744.0,9.304741047397666,SUV,AWD,Automatic,Gas,5.0,0,13
HYUNDAI,104389.0,9.510296805303351,SEDAN,FWD,Automatic,Gas,5.0,0,4
FORD,104000.0,8.411832675758411,SEDAN,FWD,Automatic,Gas,5.0,1,14
JEEP,55708.0,9.90323752128092,SUV,AWD,Automatic,Gas,5.0,0,6
MINI,110000.0,9.35010231435134,COUPE,FWD,Automatic,Gas,4.0,1,12
NISSAN,58474.0,10.400863128577717,SUV,AWD,Automatic,Gas,5.0,0,4
CHEVROLET,100375.0,8.987071812848821,HATCHBACK,FWD,Automatic,Gas,5.0,0,9
FORD,280000.0,7.313220387090301,SEDAN,FWD,Automatic,Gas,5.0,1,16
SUBARU,100067.0,8.293799608846818,SUV,AWD,Automatic,Gas,5.0,0,19
LAND ROVER,53000.0,10.51596683002862,SUV,AWD,Automatic,Gas,5.0,1,5
FORD,250506.0,9.464051924856811,TRUCK,AWD,Automatic,Gas,5.0,0,11
FORD,156809.0,10.12643108384767,TRUCK,AWD,Automatic,Gas,5.0,0,8
CHEVROLET,141300.0,8.594154232552366,SEDAN,FWD,Automatic,Gas,5.0,1,10
CHEVROLET,39885.0,10.239781201782993,COUPE,RWD,Manual,Gas,4.0,0,23
BMW,232600.0,8.955448122347393,SUV,AWD,Automatic,Gas,5.0,1,15
LEXUS,64250.0,10.99339540057409,SUV,AWD,Automatic,Gas,7.0,0,4
TOYOTA,47517.0,9.728836502046391,HATCHBACK,FWD,CVT,Gas,5.0,0,4
FORD,152154.0,9.047233034106032,SUV,AWD,Automatic,Gas,5.0,0,10
MAZDA,239047.0,8.411832675758411,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,32
GMC,99312.0,10.1226230824528,SUV,FWD,Automatic,Gas,5.0,0,4
CHEVROLET,71200.0,9.371608519572304,HATCHBACK,FWD,Automatic,Gas,5.0,1,5
NISSAN,196765.0,8.611593866837723,MINIVAN,FWD,Automatic,Gas,7.0,0,11
HYUNDAI,19794.0,10.203406942652387,SEDAN,FWD,Automatic,Gas,5.0,0,1
NISSAN,52000.0,8.92252495730139,HATCHBACK,FWD,Automatic,Gas,5.0,0,8
HYUNDAI,51808.0,10.203406942652387,SUV,AWD,Automatic,Gas,5.0,0,5
NISSAN,81000.0,9.903487552536127,COUPE,RWD,Automatic,Gas,4.0,1,19
BUICK,140000.0,8.778017809698136,SEDAN,FWD,Automatic,Gas,5.0,0,9
BMW,137000.0,9.581903928408666,SUV,AWD,Automatic,Diesel,5.0,1,9
FORD,80288.0,10.161534819858218,SUV,AWD,Automatic,Gas,6.0,0,6
HONDA,70000.0,9.79807147977948,SEDAN,RWD,Automatic,Gas,5.0,1,3
SUBARU,49550.0,9.851931065621724,SEDAN,AWD,Automatic,Gas,5.0,0,4
KIA,175000.0,9.51044496442652,WAGON,FWD,Automatic,Electric,5.0,1,6
MAZDA,188381.0,8.697011617992073,SEDAN,FWD,Automatic,Gas,5.0,0,12
BMW,53545.0,10.264652401747712,SEDAN,RWD,Automatic,Gas Hybrid,5.0,0,5
HONDA,35149.0,10.238959288823756,SUV,AWD,CVT,Gas,5.0,0,3
MAZDA,18301.0,10.257448817777178,SEDAN,FWD,Automatic,Gas,5.0,0,2
BMW,94000.0,10.302263672493496,COUPE,AWD,Automatic,Gas,4.0,1,6
MERCEDES-BENZ,65480.0,10.490996401073076,SUV,AWD,Automatic,Gas,5.0,0,5
JEEP,27368.0,10.976782033219948,TRUCK,AWD,Automatic,Gas,5.0,1,2
NISSAN,40765.0,10.09782002199622,SUV,AWD,Automatic,Gas,5.0,0,2
VOLKSWAGEN,19500.0,9.564863001346772,SEDAN,FWD,Automatic,Gas,5.0,1,8
CHEVROLET,139000.0,9.679718805828,COUPE,RWD,Automatic,Gas,4.0,0,11
PONTIAC,135000.0,8.294049640102028,COUPE,FWD,Manual,Gas,4.0,1,13
CADILLAC,76800.0,11.097379717519113,SUV,AWD,Automatic,Gas,8.0,0,4
CHEVROLET,132058.0,9.349928386183237,SUV,FWD,Automatic,Gas,5.0,0,8
HONDA,12895.0,10.532096211958502,MINIVAN,FWD,Automatic,Gas,7.0,0,2
FORD,52821.0,9.680031452383618,SEDAN,FWD,Automatic,Gas,5.0,0,5
NISSAN,148000.0,9.581903928408666,SUV,AWD,Automatic,Gas,5.0,1,7
MERCEDES-BENZ,201000.0,9.711115659888671,SUV,AWD,Automatic,Diesel,5.0,0,10
GMC,132300.0,10.668839108844995,TRUCK,AWD,Automatic,Gas,5.0,0,4
KIA,55000.0,8.92252495730139,HATCHBACK,FWD,Automatic,Gas,5.0,0,9
MAZDA,38012.0,10.011893426379917,SUV,AWD,Automatic,Gas,5.0,0,3
