make,mileage,price,body_type,drivetrain,transmission,fuel_type,passengers,is_private,car_age
JEEP,53428.0,10.596609732783568,SUV,AWD,Automatic,Gas,5.0,0,4
LINCOLN,14781.0,11.00208317439868,SUV,AWD,Automatic,Gas,5.0,0,2
MERCEDES-BENZ,83024.0,10.491135318903403,SEDAN,AWD,Automatic,Gas,5.0,0,6
MAZDA,90108.0,9.79807147977948,SUV,AWD,Automatic,Gas,5.0,0,5
AUDI,46197.0,10.877632012019133,CONVERTIBLE,AWD,Automatic,Gas,4.0,0,4
HONDA,98446.0,9.4953689269624,SEDAN,FWD,Automatic,Gas,5.0,0,6
TOYOTA,65000.0,10.184900011974314,MINIVAN,FWD,Automatic,Gas,7.0,0,8
TOYOTA,37220.0,10.042727619627632,HATCHBACK,FWD,CVT,Electric,4.0,0,5
INFINITI,11743.0,10.959453266482765,SUV,AWD,Automatic,Gas,7.0,0,4
HONDA,19999.0,10.88410428296653,SUV,AWD,Automatic,Gas,8.0,0,1
BMW,65761.0,10.596134608054392,COUPE,AWD,Automatic,Gas,4.0,0,4
RAM,99109.0,10.236381967809455,TRUCK,AWD,Automatic,Gas,5.0,0,6
HONDA,18000.0,9.210340371976184,SEDAN,FWD,Manual,Gas,5.0,1,8
AUDI,7426.0,11.373605924720817,SEDAN,AWD,Automatic,Gas,5.0,0,3
RAM,71531.0,10.777851513182249,TRUCK,AWD,Automatic,Diesel,5.0,0,4
VOLVO,205505.0,7.824046010856292,WAGON,FWD,Automatic,Gas,5.0,1,17
FORD,98000.0,9.581903928408666,SEDAN,FWD,Automatic,Gas,5.0,1,5
DODGE,101000.0,9.903487552536127,SEDAN,RWD,Automatic,Gas,5.0,1,13
FORD,64464.0,9.680344001221918,HATCHBACK,FWD,Automatic,Gas,5.0,1,6
BMW,104000.0,10.558413520275876,SUV,AWD,Automatic,Diesel,5.0,1,6
MERCEDES-BENZ,25097.0,9.2098402469345,SEDAN,RWD,Automatic,Gas,5.0,1,21
NISSAN,54102.0,10.142386335794844,SUV,AWD,CVT,Gas,5.0,0,4
NISSAN,61980.0,9.89278043539244,SUV,AWD,CVT,Gas,5.0,0,5
PONTIAC,168500.0,7.600902459542082,HATCHBACK,FWD,Automatic,Gas,5.0,1,13
HYUNDAI,147737.0,9.2954165443313,SUV,FWD,Automatic,Gas,5.0,0,11
NISSAN,34351.0,10.239709757902132,SUV,AWD,CVT,Gas,5.0,0,2
MAZDA,71173.0,9.421573272264558,HATCHBACK,FWD,Manual,Gas,5.0,0,6
BUICK,197000.0,7.600902459542082,SEDAN,FWD,Automatic,Gas,5.0,1,14
LINCOLN,44479.0,10.239924074233857,SUV,AWD,Automatic,Gas,5.0,0,6
FORD,6578.0,10.545315122572784,TRUCK,AWD,Automatic,Gas,5.0,0,2
MERCEDES-BENZ,34500.0,11.156236235215168,COUPE,AWD,Automatic,Gas,4.0,1,3
PORSCHE,52525.0,11.156179089908926,SUV,AWD,Automatic,Gas,5.0,0,5
TESLA,32845.0,10.735309127783832,SEDAN,RWD,CVT,Electric,5.0,0,3
NISSAN,120893.0,9.615138591096644,HATCHBACK,FWD,Automatic,Electric,5.0,0,6
CADILLAC,12013.0,10.915088464214609,SUV,AWD,Automatic,Gas,5.0,0,2
INFINITI,168635.0,8.986571625268054,SUV,AWD,Automatic,Gas,7.0,0,14
NISSAN,63996.0,10.06441521664241,SUV,AWD,CVT,Gas,5.0,0,6
CHEVROLET,75750.0,9.047233034106032,HATCHBACK,FWD,Automatic,Regular Unleaded,4.0,0,7
TOYOTA,203620.0,8.575462099540212,SEDAN,FWD,Automatic,Gas,5.0,0,15
VOLVO,8078.0,10.713995457369334,SEDAN,AWD,Automatic,Gas,5.0,0,2
HYUNDAI,82261.0,8.611593866837723,COUPE,FWD,Automatic,Gas,5.0,0,11
MAZDA,6574.0,9.893437216682626,HATCHBACK,FWD,Automatic,Gas,5.0,0,3
HONDA,61056.0,9.79757132694458,SEDAN,FWD,Automatic,Gas,5.0,0,4
MAZDA,36961.0,10.196194479235656,HATCHBACK,FWD,Automatic,Gas,5.0,0,2
HONDA,76000.0,9.581903928408666,SEDAN,FWD,Automatic,Gas,5.0,1,8
AUDI,40810.0,10.2396025825095,SEDAN,AWD,Automatic,Gas,5.0,0,3
HONDA,38435.0,10.126551100650168,SUV,AWD,CVT,Gas,5.0,0,5
CHRYSLER,177859.0,9.259130536145614,MINIVAN,FWD,Automatic,E85- Gas(Flex Fuel),7.0,1,8
TOYOTA,10500.0,10.89664672866686,SUV,AWD,Automatic,Gas,5.0,0,2
MINI,97984.0,9.67990640549087,CONVERTIBLE,FWD,Manual,Gas,4.0,0,10
TOYOTA,29968.0,9.809176873064889,SEDAN,FWD,CVT,Gas,5.0,0,3
CHEVROLET,74115.0,8.746557354543503,SEDAN,FWD,Automatic,Gas,5.0,0,12
BUICK,146000.0,8.779557455883728,SEDAN,FWD,Automatic,Gas,5.0,1,11
HONDA,41673.0,10.19597058192895,SUV,AWD,CVT,Gas,5.0,0,4
TOYOTA,6944.0,9.722445177240552,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
CHEVROLET,0.0,9.680031452383618,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
RAM,30160.0,11.14152839467816,TRUCK,AWD,Automatic,Diesel,5.0,0,3
RAM,132500.0,9.740968623038354,TRUCK,AWD,Automatic,E85- Gas(Flex Fuel),5.0,1,9
FIAT,112000.0,8.779557455883728,HATCHBACK,FWD,Automatic,Gas,5.0,1,7
RAM,11285.0,10.829609796323572,TRUCK,AWD,Automatic,Gas,5.0,0,2
HYUNDAI,75566.0,9.433483923290392,SEDAN,FWD,Automatic,Gas,5.0,1,7
TOYOTA,25876.0,9.740674462130215,SEDAN,FWD,Automatic,Gas,5.0,0,4
HONDA,55598.0,10.158129770909708,SUV,AWD,CVT,Gas,5.0,0,4
MAZDA,94811.0,9.902987427494446,SUV,AWD,Automatic,Gas,7.0,0,7
HYUNDAI,99000.0,9.546741177474823,SUV,FWD,Automatic,Gas,5.0,0,10
VOLKSWAGEN,132991.0,9.2098402469345,SEDAN,FWD,Automatic,Diesel,5.0,0,9
FORD,150.0,10.502186681552358,SUV,AWD,Automatic,Gas,5.0,0,1
KIA,45492.0,9.769384568012647,HATCHBACK,FWD,CVT,Gas,5.0,0,2
INFINITI,11779.0,10.68508049752666,SUV,AWD,CVT,Premium Unleaded,5.0,0,2
KIA,137000.0,7.972466015974565,SEDAN,FWD,Automatic,Gas,5.0,0,13
TOYOTA,125000.0,9.784140794903562,SUV,FWD,Automatic,Gas,5.0,0,4
MERCEDES-BENZ,212500.0,8.674196940225903,SEDAN,RWD,Automatic,Gas,5.0,1,17
LINCOLN,214300.0,8.852521917335372,SUV,AWD,Automatic,Gas,6.0,0,12
CHEVROLET,26564.0,10.275016625615446,COUPE,RWD,Manual,Gas,4.0,0,10
TOYOTA,143820.0,8.696175846944678,WAGON,FWD,Automatic,Gas,5.0,0,13
HONDA,141623.0,9.936922328622366,SUV,AWD,Automatic,Gas,8.0,0,9
CHEVROLET,12693.0,10.691899457321854,TRUCK,AWD,Automatic,Gas,5.0,0,2
FORD,8708.0,10.932660441466956,CONVERTIBLE,RWD,Manual,Gas,4.0,0,2
TOYOTA,51412.0,10.077440859659566,SUV,AWD,Automatic,Gas,5.0,0,6
RAM,83623.0,10.433174183943038,TRUCK,AWD,Automatic,Gas,5.0,0,6
NISSAN,37573.0,10.43396873396056,SUV,AWD,CVT,Gas,7.0,0,3
HONDA,27050.0,10.337864004138712,SEDAN,FWD,Automatic,Gas,5.0,0,3
FORD,50176.0,9.79784922051313,SUV,AWD,Automatic,Gas,5.0,0,4
NISSAN,95400.0,10.12643108384767,TRUCK,AWD,Automatic,Gas,4.0,0,6
INFINITI,143965.0,8.846496938558838,SEDAN,AWD,Automatic,Gas,5.0,0,16
GMC,21375.0,10.16103253056767,SUV,FWD,Automatic,Gas,5.0,0,3
AUDI,59786.0,10.795485591841238,SUV,AWD,Automatic,Gas,5.0,0,4
JEEP,155221.0,10.126591103050316,SUV,AWD,Automatic,Gas,4.0,0,6
TOYOTA,24870.0,10.755879558560052,MINIVAN,AWD,Automatic,Gas,7.0,0,3
PORSCHE,59667.0,11.029958169332634,SUV,AWD,Automatic,Gas,5.0,0,5
CHEVROLET,272000.0,7.863266724009573,SEDAN,FWD,Automatic,Gas,5.0,1,13
SUBARU,239037.0,8.698681067461614,SUV,AWD,Automatic,Gas,5.0,0,12
HONDA,270000.0,7.313220387090301,SEDAN,FWD,Automatic,Gas,5.0,1,14
HONDA,108958.0,9.851931065621724,SUV,AWD,CVT,Gas,5.0,0,6
FORD,179838.0,9.296518068217235,SEDAN,FWD,Automatic,Gas,5.0,1,7
FORD,47000.0,9.735068900911164,SUV,AWD,Automatic,Gas,5.0,1,9
HONDA,219782.0,9.088172738001974,SUV,AWD,Automatic,Gas,5.0,0,12
KIA,83353.0,10.126591103050316,MINIVAN,FWD,Automatic,Gas,7.0,0,5
NISSAN,152103.0,9.740262491433162,SUV,AWD,CVT,Gas,5.0,0,5
KIA,55196.0,9.328301169609748,SEDAN,FWD,Automatic,Gas,5.0,0,5
ACURA,231000.0,8.006367567650246,SEDAN,RWD,Automatic,Gas,5.0,1,16
BMW,11000.0,9.723163998404846,SEDAN,AWD,Automatic,Gas,5.0,1,7
VOLKSWAGEN,77198.0,9.608310798322089,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
JEEP,167015.0,10.237277623937402,SUV,AWD,Manual,Gas,5.0,0,7
HONDA,221518.0,9.093694189856862,SEDAN,FWD,CVT,Gas,5.0,0,8
VOLKSWAGEN,176000.0,8.699348067653093,SEDAN,FWD,Automatic,Gas,5.0,0,11
JEEP,8690.0,10.894663097602,SUV,AWD,Manual,Gas,5.0,0,3
TOYOTA,57210.0,10.239781201782993,SUV,AWD,CVT,Gas,5.0,0,6
LAND ROVER,8612.0,11.181639755036317,SUV,AWD,Automatic,Gas,5.0,0,2
HYUNDAI,90645.0,8.006367567650246,SUV,AWD,Automatic,Gas,5.0,1,18
MERCEDES-BENZ,73444.0,10.542917450590084,SUV,AWD,Automatic,Gas,5.0,0,5
ACURA,78553.0,10.106020149946213,SUV,AWD,Automatic,Gas,5.0,0,5
RAM,0.0,10.5395351410555,TRUCK QUAD CAB,AWD,Automatic,Gas,5.0,0,3
GMC,195558.0,9.47231994707559,SUV,AWD,Automatic,Gas,7.0,0,8
HONDA,52281.0,10.270904593006762,SUV,AWD,Automatic,Gas,5.0,0,4
VOLKSWAGEN,90.0,10.140691787498673,SEDAN,FWD,Automatic,Gas,5.0,0,1
CHEVROLET,137907.0,9.341368634382588,HATCHBACK,FWD,Automatic,Electric,5.0,0,10
KIA,52683.0,9.680031452383618,HATCHBACK,FWD,Automatic,Gas,5.0,0,2
ACURA,14053.0,10.373241150526654,SEDAN,AWD,Automatic,Gas,5.0,0,3
JEEP,129000.0,10.388995368317827,SUV,AWD,Automatic,Gas,5.0,1,6
GMC,150000.0,9.190137664658664,SUV,FWD,Automatic,Gas,5.0,1,9
NISSAN,35978.0,9.532133974056732,SEDAN,FWD,Automatic,Gas,5.0,0,4
BMW,33986.0,10.38251286375232,SUV,AWD,Automatic,Gas,5.0,0,3
FORD,79258.0,10.271181562957294,CABRIOLET,RWD,Automatic,Gas,4.0,0,9
GMC,74366.0,10.69183127007966,TRUCK,AWD,Automatic,Gas Hybrid,6.0,0,4
FORD,93214.0,9.791885375954823,SUPER CAB,AWD,Automatic,Gas,5.0,0,11
NISSAN,200.0,10.37763881843274,SUV,FWD,CVT,Gas,5.0,0,1
TESLA,22600.0,10.877103351029552,SEDAN,RWD,Automatic,Electric,5.0,0,2
HONDA,2850.0,10.274706221915702,SUV,AWD,Automatic,Gas,5.0,0,2
HONDA,213259.0,7.970740390007095,SEDAN,FWD,Automatic,Gas,5.0,0,14
LEXUS,111113.0,10.394824499718256,SUV,AWD,Automatic,Gas Hybrid,5.0,1,7
VOLKSWAGEN,68289.0,9.471935109664646,SEDAN,FWD,Automatic,Gas,5.0,0,8
FORD,112000.0,9.65181591760738,CONVERTIBLE,RWD,Automatic,Gas,4.0,1,16
HONDA,38354.0,10.397878869838694,SUV,AWD,Automatic,Gas,5.0,0,3
NISSAN,157293.0,9.104424146384634,SUV,AWD,CVT,Gas,5.0,0,9
TOYOTA,39756.0,10.042597108240328,SUV,FWD,Automatic,Gas,5.0,0,4
CHEVROLET,129000.0,8.986571625268054,SEDAN,FWD,Automatic,Gas,5.0,0,10
HONDA,271000.0,8.612503371220562,SUV,AWD,Automatic,Gas,5.0,1,14
NISSAN,35778.0,9.9281801651265,EXTENDED CAB,RWD,Automatic,Gas,4.0,0,5
MAZDA,95151.0,10.11009513521024,SUV,AWD,Automatic,Gas,7.0,0,5
NISSAN,83400.0,9.158520623246384,SEDAN,FWD,Automatic,Gas,5.0,0,8
LEXUS,31491.0,10.44581184336149,SEDAN,AWD,Automatic,Gas,5.0,0,4
SUBARU,23600.0,10.058352263097044,HATCHBACK,AWD,Automatic,Gas,5.0,1,3
INFINITI,59347.0,10.291976036437177,COUPE,AWD,Automatic,Gas,4.0,0,5
HONDA,64000.0,10.085809109330082,SEDAN,FWD,Automatic,Gas,5.0,1,3
HONDA,135877.0,9.510000421187373,SUV,FWD,Automatic,Gas,5.0,0,8
VOLKSWAGEN,58387.0,9.740380214665976,SEDAN,FWD,Automatic,Gas,5.0,0,5
TOYOTA,70111.0,10.13547190851582,SUV,AWD,Automatic,Gas,5.0,0,5
SUBARU,9876.0,10.37333491957356,SUV,AWD,Automatic,Regular Unleaded,5.0,0,2
CHEVROLET,169000.0,8.612503371220562,SEDAN,FWD,Manual,Gas,5.0,1,8
TOYOTA,110878.0,9.85166780380633,SUV,FWD,Automatic,Gas,5.0,0,5
AUDI,48000.0,10.504930543885733,HATCHBACK,AWD,Automatic,Gas,5.0,0,3
HONDA,149435.0,9.34966743719728,HATCHBACK,FWD,Automatic,Gas,5.0,0,7
HONDA,85408.0,10.596634733096073,TRUCK,AWD,Automatic,Gas,5.0,0,4
RAM,79590.0,10.388841510328447,TRUCK,AWD,Automatic,Gas,6.0,0,4
SATURN,122001.0,8.292798858200374,STATION WAGON,FWD,Automatic,Gas,5.0,0,13
MAZDA,58502.0,10.196157166498947,SUV,AWD,Automatic,Gas,5.0,0,4
TOYOTA,70274.0,10.22408443999905,SUV,AWD,CVT,Gas,5.0,0,5
NISSAN,102451.0,10.106224294072677,SUV,AWD,Automatic,Gas,5.0,1,6
CHEVROLET,110000.0,8.922658299524402,SEDAN,AWD,Automatic,Gas,5.0,1,9
VOLKSWAGEN,86413.0,10.596609732783568,SUV,AWD,Automatic,Gas,6.0,0,3
LEXUS,61967.0,10.839345589902813,SUV,AWD,Automatic,Gas,5.0,0,3
CHEVROLET,51117.0,9.79757132694458,SEDAN,FWD,Automatic,Gas,5.0,0,4
BMW,151001.0,9.254357257392956,SEDAN,AWD,Automatic,Gas,5.0,0,9
BMW,236000.0,8.507142855562735,SEDAN,AWD,Automatic,Gas,5.0,1,13
NISSAN,179000.0,9.2098402469345,SUV,AWD,Automatic,Gas,7.0,0,11
BUICK,3194.0,10.39503860955742,SEDAN,FWD,Automatic,Premium Unleaded,5.0,0,3
VOLKSWAGEN,184400.0,9.104868739033948,SEDAN,FWD,Automatic,Diesel,5.0,0,11
BMW,55008.0,10.870243235816496,SUV,AWD,Automatic,Gas,5.0,0,4
ACURA,53615.0,9.979058739383202,SEDAN,AWD,Automatic,Gas,5.0,0,6
HYUNDAI,25605.0,9.695417325719395,SEDAN,FWD,Automatic,Gas,5.0,0,4
AUDI,101055.0,9.545168400484906,SEDAN,AWD,Automatic,Gas,5.0,0,9
KIA,88666.0,9.2098402469345,HATCHBACK,FWD,Automatic,Gas,5.0,0,5
TOYOTA,51485.0,10.63344870621879,SUV,AWD,Automatic,Gas,7.0,0,3
CHEVROLET,91862.0,10.404111313817522,TRUCK CREW CAB,AWD,Automatic,Gas,6.0,0,7
MAZDA,142000.0,8.779557455883728,HATCHBACK,FWD,Automatic,Gas,5.0,1,9
HONDA,36500.0,9.902487052202543,SEDAN,FWD,Automatic,Gas,5.0,0,3
CADILLAC,106000.0,10.106387579373278,SUV,FWD,Automatic,Gas,5.0,1,5
MAZDA,133946.0,9.645364282325891,SUV,FWD,Automatic,Gas,5.0,0,6
LEXUS,82000.0,10.308919326755392,SEDAN,AWD,Automatic,Gas,5.0,1,7
BMW,69520.0,9.90323752128092,SEDAN,AWD,Automatic,Gas,5.0,0,7
TOYOTA,47275.0,9.846917201047734,SEDAN,FWD,Automatic,Gas,5.0,0,2
CHEVROLET,9150.0,9.723942138688924,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
HONDA,35370.0,10.081173380925554,SUV,AWD,CVT,Gas,5.0,0,5
AUDI,63651.0,10.165659490817816,SEDAN,AWD,Automatic,Gas,5.0,0,5
FORD,172000.0,8.987071812848821,SEDAN,FWD,Automatic,Gas,5.0,1,8
CHEVROLET,74123.0,10.949050620114422,COUPE,RWD,Manual,Gas,2.0,0,6
LEXUS,89500.0,10.106428396532818,SEDAN,AWD,Automatic,Gas,5.0,1,6
TESLA,61000.0,10.819678279409947,SEDAN,AWD,Automatic,Electric,5.0,1,6
FORD,257000.0,8.985320060649112,SUV,AWD,Automatic,Gas,5.0,0,11
SUBARU,14346.0,9.728419624453482,SEDAN,AWD,CVT,Gas,5.0,0,4
CHEVROLET,13272.0,11.461505846814694,CONVERTIBLE,RWD,Automatic,Gas,2.0,0,5
TOYOTA,14764.0,10.325088442553696,SEDAN,FWD,Automatic,Gas,5.0,0,4
TOYOTA,112775.0,9.85214162518454,SUV,FWD,Automatic,Gas,5.0,0,7
CHRYSLER,66993.0,10.56604665132805,MINIVAN,FWD,CVT,Gas Hybrid,7.0,0,4
MITSUBISHI,23853.0,10.122422259076282,SUV,AWD,CVT,Gas,7.0,0,2
MERCEDES-BENZ,59050.0,10.124629101179664,SEDAN,AWD,Automatic,Gas,5.0,0,7
RAM,69039.0,10.668839108844995,TRUCK,AWD,Automatic,Regular Unleaded,5.0,0,3
TOYOTA,70312.0,10.445521103426312,MINIVAN,AWD,Automatic,Gas,7.0,0,5
RAM,32253.0,10.8187777840767,MINIVAN,FWD,Automatic,Gas,2.0,0,2
VOLKSWAGEN,22989.0,10.20322170601205,SUV,AWD,Automatic,Gas,5.0,0,2
LEXUS,79417.0,10.430816248401133,SUV,AWD,Automatic,Gas,5.0,0,5
HYUNDAI,48848.0,10.122422259076282,SUV,AWD,Automatic,Gas,5.0,0,4
AUDI,883.0,11.018760282097343,SEDAN,AWD,Automatic,Gas,5.0,0,1
HYUNDAI,98050.0,9.303921785597714,SEDAN,FWD,Automatic,Gas,5.0,0,4
SUBARU,33382.0,10.253968352311531,WAGON,AWD,Manual,Gas,5.0,0,3
FORD,98835.0,8.852807917623322,SEDAN,FWD,Automatic,Gas,5.0,0,8
KIA,75490.0,9.740674462130215,SEDAN,FWD,Automatic,Gas,5.0,0,6
LEXUS,121323.0,9.984237702221238,SUV,AWD,Automatic,Gas,5.0,0,9
MERCEDES-BENZ,192800.0,9.751501195538246,SEDAN,AWD,Automatic,Gas,5.0,1,12
TOYOTA,172580.0,9.304741047397666,SEDAN,FWD,Automatic,Gas,5.0,0,8
TOYOTA,14555.0,9.67401149314871,SEDAN,FWD,CVT,Gas,5.0,0,5
HONDA,80139.0,9.47231994707559,SEDAN,FWD,CVT,Gas,5.0,0,7
FORD,163268.0,9.898475010712584,EXTENDED CAB,AWD,Automatic,Gas,6.0,0,10
MITSUBISHI,37125.0,10.102133472249935,SUV,AWD,Automatic,Gas,7.0,0,2
JEEP,124125.0,9.846811375342572,SUV,AWD,Automatic,Gas,5.0,0,4
VOLKSWAGEN,90.0,10.865860022197287,SUV,AWD,Automatic,Gas,6.0,0,1
MERCEDES-BENZ,170448.0,8.514790306799927,SEDAN,AWD,Automatic,Gas,5.0,0,21
HYUNDAI,215000.0,7.575584651557793,HATCHBACK,FWD,Manual,Gas,5.0,1,14
RAM,21465.0,10.99352989052117,TRUCK,AWD,Automatic,Gas,5.0,0,3
HYUNDAI,147070.0,9.38429367909962,SEDAN,FWD,Automatic,Gas,5.0,0,6
VOLKSWAGEN,15576.0,9.975575628930384,SEDAN,FWD,Automatic,Gas,5.0,0,2
BMW,64806.0,10.518538047359652,SEDAN,AWD,Automatic,Regular Unleaded,5.0,0,2
GMC,118087.0,9.61573881119536,SUV,FWD,Automatic,Gas,5.0,0,6
TOYOTA,25251.0,10.829728615263452,SUV,AWD,Automatic,Gas,7.0,0,3
HONDA,162768.0,9.323043861889268,SEDAN,FWD,CVT,Gas,5.0,0,6
CHEVROLET,139435.0,10.27498214107314,CREW CAB,AWD,Automatic,Gas,5.0,0,7
HONDA,14057.0,10.30209587318108,SEDAN,FWD,Automatic,Gas,5.0,0,2
GMC,205000.0,9.210340371976184,TRUCK,AWD,Automatic,Gas,5.0,1,16
TOYOTA,131333.0,8.15908865466791,SEDAN,FWD,Automatic,Gas,5.0,0,19
CHEVROLET,160000.0,8.699514748210191,SEDAN,FWD,Automatic,Gas,5.0,1,8
CADILLAC,13772.0,11.314474526246393,SUV,AWD,Automatic,Gas,5.0,0,2
LEXUS,24100.0,10.925938480238674,SUV,AWD,Automatic,Gas,5.0,0,2
MERCEDES-BENZ,38651.0,11.277177814672996,SUV,AWD,Automatic,Gas,5.0,0,6
CHEVROLET,92277.0,9.47231994707559,HATCHBACK,FWD,Automatic,Gas,5.0,0,4
LAND ROVER,114000.0,10.021270588192513,SUV,AWD,Automatic,Gas,5.0,1,7
BMW,189393.0,9.734358589528156,COUPE,RWD,Manual,Gas,4.0,0,9
HYUNDAI,57400.0,9.539644119118783,SEDAN,FWD,Automatic,Gas,5.0,0,5
PONTIAC,220000.0,8.698681067461614,CONVERTIBLE,FWD,Automatic,Gas,4.0,1,14
TOYOTA,39764.0,9.709295823171686,SEDAN,FWD,Automatic,Gas,5.0,0,4
AUDI,32472.0,10.914233553427952,SEDAN,AWD,Automatic,Premium Unleaded,5.0,0,4
NISSAN,20800.0,9.76984186766621,SUV,FWD,CVT,Gas,5.0,0,4
MAZDA,32726.0,9.796125034207629,SUV,AWD,Automatic,Gas,5.0,0,4
HONDA,92000.0,9.789758787207784,SEDAN,FWD,Automatic,Gas,5.0,0,4
NISSAN,35100.0,10.401227936753465,TRUCK,AWD,Automatic,Gas,5.0,1,4
BMW,115000.0,9.047821442478408,SEDAN,RWD,Automatic,Gas,5.0,1,13
BUICK,132036.0,9.780585185434791,SUV,AWD,Automatic,Gas,5.0,0,4
HONDA,162582.0,9.41556432198744,SEDAN,FWD,Automatic,Gas,5.0,0,5
VOLVO,111684.0,8.410720946905721,SEDAN,AWD,Automatic,Gas,5.0,1,15
MAZDA,32274.0,10.507666898035328,SUV,AWD,Automatic,Gas,7.0,0,2
MINI,98000.0,9.21024036697585,COUPE,FWD,Automatic,Gas,4.0,1,13
CHEVROLET,123456.0,10.305613759378778,TRUCK,AWD,Manual,Gas,5.0,1,83
VOLKSWAGEN,19893.0,10.12298446293014,SUV,AWD,Automatic,Gas,5.0,0,4
GMC,284673.0,9.674074388208323,TRUCK EXTENDED CAB,RWD,Automatic,Gas,6.0,0,9
TOYOTA,83900.0,9.093806555720231,SEDAN,FWD,Automatic,Gas,5.0,1,12
HONDA,15100.0,10.201738576337144,HATCHBACK,FWD,CVT,Gas,5.0,0,2
TOYOTA,122500.0,8.968268810776454,SEDAN,FWD,Automatic,Gas,5.0,0,13
NISSAN,71000.0,9.581903928408666,CONVERTIBLE,RWD,Manual,Gas,4.0,1,18
HYUNDAI,50297.0,9.710812583662682,SEDAN,FWD,Automatic,Gas,5.0,0,2
TOYOTA,98500.0,9.464982590349765,SUV,AWD,Automatic,Gas,5.0,1,9
MAZDA,96237.0,9.20522732258936,SUV,AWD,Automatic,Gas,5.0,0,8
SUBARU,76290.0,9.951563175767692,SUV,AWD,CVT,Gas,5.0,0,5
FORD,48854.0,10.22459231202622,SUV,AWD,Automatic,Gas,5.0,0,6
MITSUBISHI,27374.0,10.122422259076282,SUV,AWD,CVT,Gas,7.0,0,2
RAM,11.0,10.81975828421028,TRUCK,AWD,Automatic,Gas,6.0,0,1
VOLVO,94000.0,9.680344001221918,SEDAN,FWD,Automatic,Gas,5.0,1,7
SUBARU,252000.0,8.88875674784872,WAGON,AWD,Automatic,Gas,5.0,1,11
TOYOTA,171421.0,10.202851129761749,SUV,AWD,Automatic,Gas,7.0,0,9
HYUNDAI,172356.0,8.986571625268054,SEDAN,FWD,Automatic,Gas,5.0,0,9
TOYOTA,58915.0,9.58107599956325,HATCHBACK,FWD,Automatic,Gas,5.0,0,8
GMC,168104.0,9.472550778454297,SUV,AWD,Automatic,Gas,8.0,0,8
TOYOTA,46698.0,9.673319386284954,SEDAN,FWD,Automatic,Regular Unleaded,5.0,0,4
NISSAN,48681.0,9.729015110685571,SUV,FWD,CVT,Gas,5.0,0,5
CHEVROLET,32334.0,10.105938480625248,COUPE,RWD,Automatic,Gas,4.0,0,8
HONDA,109000.0,9.259130536145614,SEDAN,FWD,Automatic,Gas,5.0,1,10
NISSAN,137000.0,8.85366542803745,SUV,AWD,Automatic,Gas,5.0,1,11
DODGE,135357.0,9.047821442478408,MINIVAN,FWD,Automatic,Gas,7.0,0,11
FORD,53126.0,10.04316253460861,SUV,AWD,Automatic,Gas,5.0,0,5
BMW,37921.0,10.642754668709626,SEDAN,AWD,Automatic,Gas,5.0,0,5
HONDA,42000.0,10.51867319162636,MINIVAN,FWD,Automatic,Gas,7.0,1,4
HONDA,243105.0,8.006367567650246,HATCHBACK,FWD,Manual,Gas,5.0,1,12
FORD,133000.0,8.824677891164198,HATCHBACK,FWD,Manual,E85- Gas(Flex Fuel),5.0,1,9
JAGUAR,96144.0,11.630708500626612,CONVERTIBLE,RWD,Manual,Gas,4.0,1,52
LEXUS,104950.0,10.081131519778973,SUV,AWD,Automatic,Gas,5.0,0,7
VOLKSWAGEN,172863.0,9.304741047397666,COUPE,FWD,Automatic,Gas,4.0,0,8
MERCEDES-BENZ,81000.0,9.903487552536127,SEDAN,AWD,Automatic,Gas,5.0,1,9
CADILLAC,40430.0,10.511893504640982,SUV,AWD,Automatic,Gas,5.0,0,3
HONDA,66388.0,10.14839259563185,SUV,AWD,CVT,Gas,5.0,0,5
TOYOTA,149335.0,9.433083843269053,SEDAN,FWD,Automatic,Gas,5.0,0,10
HONDA,35795.0,9.79784922051313,SEDAN,FWD,Manual,Premium Unleaded,5.0,0,8
HONDA,162500.0,9.680031452383618,SUV,AWD,CVT,Gas,5.0,0,6
FORD,41819.0,9.93740577073959,SEDAN,FWD,Automatic,Gas Hybrid,5.0,0,3
HYUNDAI,85496.0,9.851615143125416,SUV,AWD,Automatic,Gas,5.0,0,6
FORD,57000.0,9.825526011066415,SUV,FWD,Automatic,Gas,5.0,1,5
HYUNDAI,13926.0,10.19977003520708,SUV,AWD,Automatic,Gas,5.0,0,3
LEXUS,161122.0,9.506660032823548,SEDAN,FWD,Automatic,Gas,5.0,0,9
TOYOTA,0.0,8.292798858200374,SEDAN,FWD,Automatic,Gas,5.0,0,15
PORSCHE,129989.0,10.2396025825095,SUV,AWD,Automatic,Gas,5.0,0,9
TOYOTA,161550.0,9.392245175273796,MINIVAN,FWD,Automatic,Gas,7.0,0,11
RAM,25.0,10.955619507321696,TRUCK,AWD,Automatic,Gas,6.0,0,1
PORSCHE,36800.0,11.02679245379461,CONVERTIBLE,RWD,Manual,Gas,4.0,1,16
ACURA,117225.0,9.93547059838918,SUV,AWD,Automatic,Gas,5.0,0,6
RAM,3000.0,11.25010509650312,TRUCK,AWD,Automatic,Premium Unleaded,5.0,0,2
